iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2013,2773129,,Data Infrastructure (Pillar 5),
JPN,Japan,East Asia & Pacific,High income,2013,127445000,,Data Infrastructure (Pillar 5),
JOR,Jordan,Middle East & North Africa,Lower middle income,2013,7694814,,Data Infrastructure (Pillar 5),
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2013,17035551,,Data Infrastructure (Pillar 5),
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2013,44792368,,Data Infrastructure (Pillar 5),
KIR,Kiribati,East Asia & Pacific,Lower middle income,2013,113311,,Data Infrastructure (Pillar 5),
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2013,25001819,,Data Infrastructure (Pillar 5),
KOR,"Korea, Rep.",East Asia & Pacific,High income,2013,50428893,,Data Infrastructure (Pillar 5),
XKX,Kosovo,Europe & Central Asia,Upper middle income,2013,1818117,,Data Infrastructure (Pillar 5),
KWT,Kuwait,Middle East & North Africa,High income,2013,3646518,,Data Infrastructure (Pillar 5),
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2013,5719600,,Data Infrastructure (Pillar 5),
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2013,6600742,,Data Infrastructure (Pillar 5),
LVA,Latvia,Europe & Central Asia,High income,2013,2012647,,Data Infrastructure (Pillar 5),
LBN,Lebanon,Middle East & North Africa,Lower middle income,2013,5678851,,Data Infrastructure (Pillar 5),
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2013,2073939,,Data Infrastructure (Pillar 5),
LBR,Liberia,Sub-Saharan Africa,Low income,2013,4427313,,Data Infrastructure (Pillar 5),
LBY,Libya,Middle East & North Africa,Upper middle income,2013,5985221,,Data Infrastructure (Pillar 5),
LIE,Liechtenstein,Europe & Central Asia,High income,2013,36806,,Data Infrastructure (Pillar 5),
LTU,Lithuania,Europe & Central Asia,High income,2013,2957689,,Data Infrastructure (Pillar 5),
LUX,Luxembourg,Europe & Central Asia,High income,2013,543360,,Data Infrastructure (Pillar 5),
MAC,"Macao SAR, China",East Asia & Pacific,High income,2013,593374,,Data Infrastructure (Pillar 5),
MDG,Madagascar,Sub-Saharan Africa,Low income,2013,23588073,,Data Infrastructure (Pillar 5),
MWI,Malawi,Sub-Saharan Africa,Low income,2013,16024775,,Data Infrastructure (Pillar 5),
MYS,Malaysia,East Asia & Pacific,Upper middle income,2013,30134807,,Data Infrastructure (Pillar 5),
MDV,Maldives,South Asia,Upper middle income,2013,400728,,Data Infrastructure (Pillar 5),
MLI,Mali,Sub-Saharan Africa,Low income,2013,17004033,,Data Infrastructure (Pillar 5),
MLT,Malta,Middle East & North Africa,High income,2013,425967,,Data Infrastructure (Pillar 5),
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2013,51352,,Data Infrastructure (Pillar 5),
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2013,3742959,,Data Infrastructure (Pillar 5),
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2013,1258927,,Data Infrastructure (Pillar 5),
MEX,Mexico,Latin America & Caribbean,Upper middle income,2013,117290686,,Data Infrastructure (Pillar 5),
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2013,108609,,Data Infrastructure (Pillar 5),
MDA,Moldova,Europe & Central Asia,Upper middle income,2013,2859558,,Data Infrastructure (Pillar 5),
MCO,Monaco,Europe & Central Asia,High income,2013,35425,,Data Infrastructure (Pillar 5),
MNG,Mongolia,East Asia & Pacific,Upper middle income,2013,2845153,,Data Infrastructure (Pillar 5),
MNE,Montenegro,Europe & Central Asia,Upper middle income,2013,621207,,Data Infrastructure (Pillar 5),
MAR,Morocco,Middle East & North Africa,Lower middle income,2013,33803527,,Data Infrastructure (Pillar 5),
MOZ,Mozambique,Sub-Saharan Africa,Low income,2013,25251731,,Data Infrastructure (Pillar 5),
MMR,Myanmar,East Asia & Pacific,Lower middle income,2013,50648334,,Data Infrastructure (Pillar 5),
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2013,2204510,,Data Infrastructure (Pillar 5),
NRU,Nauru,East Asia & Pacific,High income,2013,10694,,Data Infrastructure (Pillar 5),
NPL,Nepal,South Asia,Lower middle income,2013,27381555,,Data Infrastructure (Pillar 5),
NLD,Netherlands,Europe & Central Asia,High income,2013,16804432,,Data Infrastructure (Pillar 5),
NCL,New Caledonia,East Asia & Pacific,High income,2013,263650,,Data Infrastructure (Pillar 5),
NZL,New Zealand,East Asia & Pacific,High income,2013,4442100,,Data Infrastructure (Pillar 5),
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2013,6119379,,Data Infrastructure (Pillar 5),
NER,Niger,Sub-Saharan Africa,Low income,2013,18653199,,Data Infrastructure (Pillar 5),
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2013,174726123,,Data Infrastructure (Pillar 5),
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2013,1922716,,Data Infrastructure (Pillar 5),
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2013,52141,,Data Infrastructure (Pillar 5),
NOR,Norway,Europe & Central Asia,High income,2013,5079623,,Data Infrastructure (Pillar 5),
OMN,Oman,Middle East & North Africa,High income,2013,3816680,,Data Infrastructure (Pillar 5),
PAK,Pakistan,South Asia,Lower middle income,2013,205337562,,Data Infrastructure (Pillar 5),
PLW,Palau,East Asia & Pacific,High income,2013,17805,,Data Infrastructure (Pillar 5),
PAN,Panama,Latin America & Caribbean,High income,2013,3821556,,Data Infrastructure (Pillar 5),
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2013,8245627,,Data Infrastructure (Pillar 5),
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2013,6005652,,Data Infrastructure (Pillar 5),
PER,Peru,Latin America & Caribbean,Upper middle income,2013,30038809,,Data Infrastructure (Pillar 5),
PHL,Philippines,East Asia & Pacific,Lower middle income,2013,99700107,,Data Infrastructure (Pillar 5),
POL,Poland,Europe & Central Asia,High income,2013,38040196,,Data Infrastructure (Pillar 5),
PRT,Portugal,Europe & Central Asia,High income,2013,10457295,,Data Infrastructure (Pillar 5),
PRI,Puerto Rico,Latin America & Caribbean,High income,2013,3593077,,Data Infrastructure (Pillar 5),
QAT,Qatar,Middle East & North Africa,High income,2013,2035501,,Data Infrastructure (Pillar 5),
ROU,Romania,Europe & Central Asia,High income,2013,19983693,,Data Infrastructure (Pillar 5),
RUS,Russian Federation,Europe & Central Asia,High income,2013,143805638,,Data Infrastructure (Pillar 5),
RWA,Rwanda,Sub-Saharan Africa,Low income,2013,11101350,,Data Infrastructure (Pillar 5),
WSM,Samoa,East Asia & Pacific,Lower middle income,2013,199939,,Data Infrastructure (Pillar 5),
SMR,San Marino,Europe & Central Asia,High income,2013,33285,,Data Infrastructure (Pillar 5),
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2013,193757,,Data Infrastructure (Pillar 5),
SAU,Saudi Arabia,Middle East & North Africa,High income,2013,31482498,,Data Infrastructure (Pillar 5),
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2013,13595566,,Data Infrastructure (Pillar 5),
SRB,Serbia,Europe & Central Asia,Upper middle income,2013,7164132,,Data Infrastructure (Pillar 5),
SYC,Seychelles,Sub-Saharan Africa,High income,2013,89949,,Data Infrastructure (Pillar 5),
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2013,6964859,,Data Infrastructure (Pillar 5),
SGP,Singapore,East Asia & Pacific,High income,2013,5399162,,Data Infrastructure (Pillar 5),
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2013,36607,,Data Infrastructure (Pillar 5),
SVK,Slovak Republic,Europe & Central Asia,High income,2013,5413393,,Data Infrastructure (Pillar 5),
SVN,Slovenia,Europe & Central Asia,High income,2013,2059953,,Data Infrastructure (Pillar 5),
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2013,582365,,Data Infrastructure (Pillar 5),
SOM,Somalia,Sub-Saharan Africa,Low income,2013,12852485,,Data Infrastructure (Pillar 5),
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2013,53873616,,Data Infrastructure (Pillar 5),
SSD,South Sudan,Sub-Saharan Africa,Low income,2013,11106031,,Data Infrastructure (Pillar 5),
ESP,Spain,Europe & Central Asia,High income,2013,46620045,,Data Infrastructure (Pillar 5),
LKA,Sri Lanka,South Asia,Lower middle income,2013,21131756,,Data Infrastructure (Pillar 5),
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2013,47767,,Data Infrastructure (Pillar 5),
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2013,173978,,Data Infrastructure (Pillar 5),
MAF,St. Martin (French part),Latin America & Caribbean,High income,2013,35639,,Data Infrastructure (Pillar 5),
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2013,107450,,Data Infrastructure (Pillar 5),
SDN,Sudan,Sub-Saharan Africa,Low income,2013,35990704,,Data Infrastructure (Pillar 5),
SUR,Suriname,Latin America & Caribbean,Upper middle income,2013,563947,,Data Infrastructure (Pillar 5),
SWE,Sweden,Europe & Central Asia,High income,2013,9600379,,Data Infrastructure (Pillar 5),
CHE,Switzerland,Europe & Central Asia,High income,2013,8089346,,Data Infrastructure (Pillar 5),
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2013,21495821,,Data Infrastructure (Pillar 5),
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2013,8136610,,Data Infrastructure (Pillar 5),
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2013,49253643,,Data Infrastructure (Pillar 5),
THA,Thailand,East Asia & Pacific,Upper middle income,2013,69578602,,Data Infrastructure (Pillar 5),
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2013,1161555,,Data Infrastructure (Pillar 5),
TGO,Togo,Sub-Saharan Africa,Low income,2013,7106229,,Data Infrastructure (Pillar 5),
TON,Tonga,East Asia & Pacific,Upper middle income,2013,107089,,Data Infrastructure (Pillar 5),
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2013,1440729,,Data Infrastructure (Pillar 5),
TUN,Tunisia,Middle East & North Africa,Lower middle income,2013,11300284,,Data Infrastructure (Pillar 5),
TUR,Turkiye,Europe & Central Asia,Upper middle income,2013,76147624,,Data Infrastructure (Pillar 5),
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2013,5560095,,Data Infrastructure (Pillar 5),
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2013,33594,,Data Infrastructure (Pillar 5),
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2013,10918,,Data Infrastructure (Pillar 5),
UGA,Uganda,Sub-Saharan Africa,Low income,2013,35273570,,Data Infrastructure (Pillar 5),
UKR,Ukraine,Europe & Central Asia,Upper middle income,2013,45489648,,Data Infrastructure (Pillar 5),
ARE,United Arab Emirates,Middle East & North Africa,High income,2013,8751847,,Data Infrastructure (Pillar 5),
GBR,United Kingdom,Europe & Central Asia,High income,2013,64128273,,Data Infrastructure (Pillar 5),
USA,United States,North America,High income,2013,316059947,,Data Infrastructure (Pillar 5),
URY,Uruguay,Latin America & Caribbean,High income,2013,3381180,,Data Infrastructure (Pillar 5),
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2013,30243200,,Data Infrastructure (Pillar 5),
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2013,263534,,Data Infrastructure (Pillar 5),
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2013,29838021,,Data Infrastructure (Pillar 5),
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2013,90267739,,Data Infrastructure (Pillar 5),
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2013,108041,,Data Infrastructure (Pillar 5),
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2013,4076708,,Data Infrastructure (Pillar 5),
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2013,26984002,,Data Infrastructure (Pillar 5),
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2013,15234976,,Data Infrastructure (Pillar 5),
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2013,13555422,,Data Infrastructure (Pillar 5),
AFG,Afghanistan,South Asia,Low income,2012,30466479,,Data Infrastructure (Pillar 5),
ALB,Albania,Europe & Central Asia,Upper middle income,2012,2900401,,Data Infrastructure (Pillar 5),
DZA,Algeria,Middle East & North Africa,Upper middle income,2012,37260563,,Data Infrastructure (Pillar 5),
ASM,American Samoa,East Asia & Pacific,High income,2012,53691,,Data Infrastructure (Pillar 5),
AND,Andorra,Europe & Central Asia,High income,2012,71013,,Data Infrastructure (Pillar 5),
AGO,Angola,Sub-Saharan Africa,Lower middle income,2012,25188292,,Data Infrastructure (Pillar 5),
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2012,87674,,Data Infrastructure (Pillar 5),
ARG,Argentina,Latin America & Caribbean,Upper middle income,2012,41733271,,Data Infrastructure (Pillar 5),
ARM,Armenia,Europe & Central Asia,Upper middle income,2012,2914421,,Data Infrastructure (Pillar 5),
ABW,Aruba,Latin America & Caribbean,High income,2012,102112,,Data Infrastructure (Pillar 5),
AUS,Australia,East Asia & Pacific,High income,2012,22733465,,Data Infrastructure (Pillar 5),
AUT,Austria,Europe & Central Asia,High income,2012,8429991,,Data Infrastructure (Pillar 5),
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2012,9295784,,Data Infrastructure (Pillar 5),
BHS,"Bahamas, The",Latin America & Caribbean,High income,2012,382061,,Data Infrastructure (Pillar 5),
BHR,Bahrain,Middle East & North Africa,High income,2012,1224939,,Data Infrastructure (Pillar 5),
BGD,Bangladesh,South Asia,Lower middle income,2012,152090649,,Data Infrastructure (Pillar 5),
BRB,Barbados,Latin America & Caribbean,High income,2012,276197,,Data Infrastructure (Pillar 5),
BLR,Belarus,Europe & Central Asia,Upper middle income,2012,9446836,,Data Infrastructure (Pillar 5),
BEL,Belgium,Europe & Central Asia,High income,2012,11106932,,Data Infrastructure (Pillar 5),
BLZ,Belize,Latin America & Caribbean,Upper middle income,2012,337059,,Data Infrastructure (Pillar 5),
BEN,Benin,Sub-Saharan Africa,Lower middle income,2012,10014078,,Data Infrastructure (Pillar 5),
BMU,Bermuda,North America,High income,2012,64798,,Data Infrastructure (Pillar 5),
BTN,Bhutan,South Asia,Lower middle income,2012,721145,,Data Infrastructure (Pillar 5),
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2012,10569697,,Data Infrastructure (Pillar 5),
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2012,3674374,,Data Infrastructure (Pillar 5),
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2012,2175425,,Data Infrastructure (Pillar 5),
BRA,Brazil,Latin America & Caribbean,Upper middle income,2012,199977707,,Data Infrastructure (Pillar 5),
VGB,British Virgin Islands,Latin America & Caribbean,High income,2012,28421,,Data Infrastructure (Pillar 5),
BRN,Brunei Darussalam,East Asia & Pacific,High income,2012,406634,,Data Infrastructure (Pillar 5),
BGR,Bulgaria,Europe & Central Asia,High income,2012,7305888,,Data Infrastructure (Pillar 5),
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2012,17113732,,Data Infrastructure (Pillar 5),
BDI,Burundi,Sub-Saharan Africa,Low income,2012,9795479,,Data Infrastructure (Pillar 5),
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2012,533864,,Data Infrastructure (Pillar 5),
KHM,Cambodia,East Asia & Pacific,Lower middle income,2012,14786640,,Data Infrastructure (Pillar 5),
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2012,21032684,,Data Infrastructure (Pillar 5),
CAN,Canada,North America,High income,2012,34713395,,Data Infrastructure (Pillar 5),
CYM,Cayman Islands,Latin America & Caribbean,High income,2012,56860,,Data Infrastructure (Pillar 5),
CAF,Central African Republic,Sub-Saharan Africa,Low income,2012,4773306,,Data Infrastructure (Pillar 5),
TCD,Chad,Sub-Saharan Africa,Low income,2012,12754906,,Data Infrastructure (Pillar 5),
CHI,Channel Islands,Europe & Central Asia,High income,2012,158621,,Data Infrastructure (Pillar 5),
CHL,Chile,Latin America & Caribbean,High income,2012,17341771,,Data Infrastructure (Pillar 5),
CHN,China,East Asia & Pacific,Upper middle income,2012,1354190000,,Data Infrastructure (Pillar 5),
COL,Colombia,Latin America & Caribbean,Upper middle income,2012,45782417,,Data Infrastructure (Pillar 5),
COM,Comoros,Sub-Saharan Africa,Lower middle income,2012,684553,,Data Infrastructure (Pillar 5),
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2012,70997870,,Data Infrastructure (Pillar 5),
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2012,4713257,,Data Infrastructure (Pillar 5),
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2012,4736593,,Data Infrastructure (Pillar 5),
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2012,22010712,,Data Infrastructure (Pillar 5),
HRV,Croatia,Europe & Central Asia,High income,2012,4267558,,Data Infrastructure (Pillar 5),
CUB,Cuba,Latin America & Caribbean,Upper middle income,2012,11309290,,Data Infrastructure (Pillar 5),
CUW,Curacao,Latin America & Caribbean,High income,2012,152088,,Data Infrastructure (Pillar 5),
CYP,Cyprus,Europe & Central Asia,High income,2012,1156556,,Data Infrastructure (Pillar 5),
CZE,Czechia,Europe & Central Asia,High income,2012,10510785,,Data Infrastructure (Pillar 5),
DNK,Denmark,Europe & Central Asia,High income,2012,5591572,,Data Infrastructure (Pillar 5),
DJI,Djibouti,Middle East & North Africa,Lower middle income,2012,954297,,Data Infrastructure (Pillar 5),
DMA,Dominica,Latin America & Caribbean,Upper middle income,2012,68888,,Data Infrastructure (Pillar 5),
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2012,10030882,,Data Infrastructure (Pillar 5),
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2012,15483883,,Data Infrastructure (Pillar 5),
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2012,91240376,,Data Infrastructure (Pillar 5),
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2012,6161289,,Data Infrastructure (Pillar 5),
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2012,1193636,,Data Infrastructure (Pillar 5),
ERI,Eritrea,Sub-Saharan Africa,Low income,2012,3252596,,Data Infrastructure (Pillar 5),
EST,Estonia,Europe & Central Asia,High income,2012,1322696,,Data Infrastructure (Pillar 5),
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2012,1111444,,Data Infrastructure (Pillar 5),
ETH,Ethiopia,Sub-Saharan Africa,Low income,2012,94451280,,Data Infrastructure (Pillar 5),
FRO,Faroe Islands,Europe & Central Asia,High income,2012,48392,,Data Infrastructure (Pillar 5),
FJI,Fiji,East Asia & Pacific,Upper middle income,2012,911059,,Data Infrastructure (Pillar 5),
FIN,Finland,Europe & Central Asia,High income,2012,5413971,,Data Infrastructure (Pillar 5),
FRA,France,Europe & Central Asia,High income,2012,65662240,,Data Infrastructure (Pillar 5),
PYF,French Polynesia,East Asia & Pacific,High income,2012,286584,,Data Infrastructure (Pillar 5),
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2012,1836705,,Data Infrastructure (Pillar 5),
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2012,2061014,,Data Infrastructure (Pillar 5),
GEO,Georgia,Europe & Central Asia,Upper middle income,2012,3728874,,Data Infrastructure (Pillar 5),
DEU,Germany,Europe & Central Asia,High income,2012,80425823,,Data Infrastructure (Pillar 5),
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2012,26858762,,Data Infrastructure (Pillar 5),
GIB,Gibraltar,Europe & Central Asia,High income,2012,32160,,Data Infrastructure (Pillar 5),
GRC,Greece,Europe & Central Asia,High income,2012,11045011,,Data Infrastructure (Pillar 5),
GRL,Greenland,Europe & Central Asia,High income,2012,56810,,Data Infrastructure (Pillar 5),
GRD,Grenada,Latin America & Caribbean,Upper middle income,2012,115912,,Data Infrastructure (Pillar 5),
GUM,Guam,East Asia & Pacific,High income,2012,166392,,Data Infrastructure (Pillar 5),
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2012,14781942,,Data Infrastructure (Pillar 5),
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2012,10788692,,Data Infrastructure (Pillar 5),
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2012,1652717,,Data Infrastructure (Pillar 5),
GUY,Guyana,Latin America & Caribbean,High income,2012,743966,,Data Infrastructure (Pillar 5),
HTI,Haiti,Latin America & Caribbean,Lower middle income,2012,10108539,,Data Infrastructure (Pillar 5),
HND,Honduras,Latin America & Caribbean,Lower middle income,2012,8792367,,Data Infrastructure (Pillar 5),
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2012,7150100,,Data Infrastructure (Pillar 5),
HUN,Hungary,Europe & Central Asia,High income,2012,9920362,,Data Infrastructure (Pillar 5),
ISL,Iceland,Europe & Central Asia,High income,2012,320716,,Data Infrastructure (Pillar 5),
IND,India,South Asia,Lower middle income,2012,1274487215,,Data Infrastructure (Pillar 5),
IDN,Indonesia,East Asia & Pacific,Upper middle income,2012,250222695,,Data Infrastructure (Pillar 5),
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2012,77324451,,Data Infrastructure (Pillar 5),
IRQ,Iraq,Middle East & North Africa,Upper middle income,2012,33864447,,Data Infrastructure (Pillar 5),
IRL,Ireland,Europe & Central Asia,High income,2012,4599533,,Data Infrastructure (Pillar 5),
IMN,Isle of Man,Europe & Central Asia,High income,2012,84338,,Data Infrastructure (Pillar 5),
ISR,Israel,Middle East & North Africa,High income,2012,7910500,,Data Infrastructure (Pillar 5),
ITA,Italy,Europe & Central Asia,High income,2012,59539717,,Data Infrastructure (Pillar 5),
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2012,2759817,,Data Infrastructure (Pillar 5),
JPN,Japan,East Asia & Pacific,High income,2012,127629000,,Data Infrastructure (Pillar 5),
JOR,Jordan,Middle East & North Africa,Lower middle income,2012,7211863,,Data Infrastructure (Pillar 5),
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2012,16792090,,Data Infrastructure (Pillar 5),
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2012,43725806,,Data Infrastructure (Pillar 5),
KIR,Kiribati,East Asia & Pacific,Lower middle income,2012,111618,,Data Infrastructure (Pillar 5),
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2012,24887770,,Data Infrastructure (Pillar 5),
KOR,"Korea, Rep.",East Asia & Pacific,High income,2012,50199853,,Data Infrastructure (Pillar 5),
XKX,Kosovo,Europe & Central Asia,Upper middle income,2012,1807106,,Data Infrastructure (Pillar 5),
KWT,Kuwait,Middle East & North Africa,High income,2012,3394663,,Data Infrastructure (Pillar 5),
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2012,5607200,,Data Infrastructure (Pillar 5),
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2012,6508803,,Data Infrastructure (Pillar 5),
LVA,Latvia,Europe & Central Asia,High income,2012,2034319,,Data Infrastructure (Pillar 5),
LBN,Lebanon,Middle East & North Africa,Lower middle income,2012,5178337,,Data Infrastructure (Pillar 5),
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2012,2054718,,Data Infrastructure (Pillar 5),
LBR,Liberia,Sub-Saharan Africa,Low income,2012,4331740,,Data Infrastructure (Pillar 5),
LBY,Libya,Middle East & North Africa,Upper middle income,2012,5869870,,Data Infrastructure (Pillar 5),
LIE,Liechtenstein,Europe & Central Asia,High income,2012,36505,,Data Infrastructure (Pillar 5),
LTU,Lithuania,Europe & Central Asia,High income,2012,2987773,,Data Infrastructure (Pillar 5),
LUX,Luxembourg,Europe & Central Asia,High income,2012,530946,,Data Infrastructure (Pillar 5),
MAC,"Macao SAR, China",East Asia & Pacific,High income,2012,582766,,Data Infrastructure (Pillar 5),
MDG,Madagascar,Sub-Saharan Africa,Low income,2012,22966240,,Data Infrastructure (Pillar 5),
MWI,Malawi,Sub-Saharan Africa,Low income,2012,15581251,,Data Infrastructure (Pillar 5),
MYS,Malaysia,East Asia & Pacific,Upper middle income,2012,29660212,,Data Infrastructure (Pillar 5),
MDV,Maldives,South Asia,Upper middle income,2012,387539,,Data Infrastructure (Pillar 5),
MLI,Mali,Sub-Saharan Africa,Low income,2012,16514687,,Data Infrastructure (Pillar 5),
MLT,Malta,Middle East & North Africa,High income,2012,420028,,Data Infrastructure (Pillar 5),
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2012,52203,,Data Infrastructure (Pillar 5),
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2012,3636113,,Data Infrastructure (Pillar 5),
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2012,1255882,,Data Infrastructure (Pillar 5),
MEX,Mexico,Latin America & Caribbean,Upper middle income,2012,115755909,,Data Infrastructure (Pillar 5),
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2012,108232,,Data Infrastructure (Pillar 5),
MDA,Moldova,Europe & Central Asia,Upper middle income,2012,2860324,,Data Infrastructure (Pillar 5),
MCO,Monaco,Europe & Central Asia,High income,2012,34700,,Data Infrastructure (Pillar 5),
MNG,Mongolia,East Asia & Pacific,Upper middle income,2012,2792349,,Data Infrastructure (Pillar 5),
MNE,Montenegro,Europe & Central Asia,Upper middle income,2012,620601,,Data Infrastructure (Pillar 5),
MAR,Morocco,Middle East & North Africa,Lower middle income,2012,33352169,,Data Infrastructure (Pillar 5),
MOZ,Mozambique,Sub-Saharan Africa,Low income,2012,24487611,,Data Infrastructure (Pillar 5),
MMR,Myanmar,East Asia & Pacific,Lower middle income,2012,50218185,,Data Infrastructure (Pillar 5),
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2012,2167470,,Data Infrastructure (Pillar 5),
NRU,Nauru,East Asia & Pacific,High income,2012,10444,,Data Infrastructure (Pillar 5),
NPL,Nepal,South Asia,Lower middle income,2012,27330694,,Data Infrastructure (Pillar 5),
NLD,Netherlands,Europe & Central Asia,High income,2012,16754962,,Data Infrastructure (Pillar 5),
NCL,New Caledonia,East Asia & Pacific,High income,2012,259000,,Data Infrastructure (Pillar 5),
NZL,New Zealand,East Asia & Pacific,High income,2012,4408100,,Data Infrastructure (Pillar 5),
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2012,6030607,,Data Infrastructure (Pillar 5),
NER,Niger,Sub-Saharan Africa,Low income,2012,17954407,,Data Infrastructure (Pillar 5),
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2012,170075932,,Data Infrastructure (Pillar 5),
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2012,1929821,,Data Infrastructure (Pillar 5),
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2012,52359,,Data Infrastructure (Pillar 5),
NOR,Norway,Europe & Central Asia,High income,2012,5018573,,Data Infrastructure (Pillar 5),
OMN,Oman,Middle East & North Africa,High income,2012,3535579,,Data Infrastructure (Pillar 5),
PAK,Pakistan,South Asia,Lower middle income,2012,202205861,,Data Infrastructure (Pillar 5),
PLW,Palau,East Asia & Pacific,High income,2012,17946,,Data Infrastructure (Pillar 5),
PAN,Panama,Latin America & Caribbean,High income,2012,3754862,,Data Infrastructure (Pillar 5),
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2012,8026545,,Data Infrastructure (Pillar 5),
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2012,5923322,,Data Infrastructure (Pillar 5),
PER,Peru,Latin America & Caribbean,Upper middle income,2012,29749589,,Data Infrastructure (Pillar 5),
